Date,Country,Geography,Labour force characteristics,Sex,Age group,Statistics,Data type,UOM,SCALAR_FACTOR,Value
2014-12,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2257.5
2015-01,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2264.5
2015-02,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2255.4
2015-03,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2247.1
2015-04,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2259.4
2015-05,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2255.6
2015-06,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2249.7
2015-07,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2250.7
2015-08,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2252.8
2015-09,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2252.3
2015-10,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2234.3
2015-11,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2224.7
2015-12,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2217.4
2016-01,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2211.1
2016-02,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2209.3
2016-03,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2217.9
2016-04,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2202.0
2016-05,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2180.5
2016-06,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2178.5
2016-07,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2180.2
2016-08,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2185.2
2016-09,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2200.6
2016-10,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2206.1
2016-11,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2195.0
2016-12,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2195.9
2017-01,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2207.9
2017-02,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2211.0
2017-03,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2217.6
2017-04,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2219.9
2017-05,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2223.6
2017-06,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2227.1
2017-07,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2219.9
2017-08,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2218.3
2017-09,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2214.8
2017-10,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2224.2
2017-11,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2226.8
2017-12,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2253.2
2018-01,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2252.3
2018-02,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2252.5
2018-03,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2258.4
2018-04,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2251.7
2018-05,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2259.2
2018-06,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2256.1
2018-07,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2260.6
2018-08,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2273.9
2018-09,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2268.9
2018-10,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2264.4
2018-11,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2291.6
2018-12,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2274.2
2019-01,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2273.4
2019-02,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2273.1
2019-03,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2268.8
2019-04,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2287.3
2019-05,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2280.7
2019-06,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2288.7
2019-07,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2276.2
2019-08,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2274.1
2019-09,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2281.7
2019-10,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2284.7
2019-11,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2270.3
2019-12,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2277.0
2020-01,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2267.6
2020-02,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2273.4
2020-03,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2156.5
2020-04,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1930.9
2020-05,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,1957.2
2020-06,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2049.2
2020-07,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2114.0
2020-08,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2120.7
2020-09,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2163.0
2020-10,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2186.0
2020-11,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2175.1
2020-12,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2167.6
2021-01,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2189.5
2021-02,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2203.2
2021-03,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2227.4
2021-04,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2219.5
2021-05,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2220.1
2021-06,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2220.3
2021-07,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2234.5
2021-08,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2247.7
2021-09,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2275.4
2021-10,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2262.1
2021-11,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2281.7
2021-12,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Seasonally adjusted,Persons,thousands,2299.8
2013-01,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2172.9
2013-02,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2174.3
2013-03,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2178.0
2013-04,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2183.6
2013-05,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2190.7
2013-06,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2198.2
2013-07,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2204.9
2013-08,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2210.0
2013-09,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2213.7
2013-10,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2215.4
2013-11,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2216.2
2013-12,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2217.4
2014-01,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2218.7
2014-02,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2221.5
2014-03,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2224.7
2014-04,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2227.8
2014-05,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2231.1
2014-06,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2234.4
2014-07,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2236.5
2014-08,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2238.6
2014-09,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2242.5
2014-10,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2246.1
2014-11,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2250.2
2014-12,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2253.6
2015-01,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2255.9
2015-02,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2256.7
2015-03,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2255.7
2015-04,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2255.2
2015-05,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2254.4
2015-06,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2253.2
2015-07,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2251.3
2015-08,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2248.2
2015-09,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2242.7
2015-10,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2235.5
2015-11,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2228.8
2015-12,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2222.0
2016-01,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2215.7
2016-02,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2209.7
2016-03,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2203.3
2016-04,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2196.7
2016-05,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2191.0
2016-06,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2187.4
2016-07,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2186.6
2016-08,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2188.5
2016-09,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2192.0
2016-10,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2196.3
2016-11,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2200.0
2016-12,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2203.2
2017-01,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2207.2
2017-02,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2211.4
2017-03,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2215.5
2017-04,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2218.8
2017-05,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2221.2
2017-06,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2221.1
2017-07,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2220.5
2017-08,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2221.0
2017-09,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2222.8
2017-10,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2227.8
2017-11,Canada,Alberta,Employment,Both sexes,15 years and over,Estimate,Trend-cycle,Persons,thousands,2234.1
